"Station","Date","Daily Rainfall (mm)"
"Kinneret Kvuza 09/1977-08/2023","07/02/1998","2.1"
"Kinneret Kvuza 09/1977-08/2023","08/02/1998","11"
"Kinneret Kvuza 09/1977-08/2023","09/02/1998","14"
"Kinneret Kvuza 09/1977-08/2023","10/02/1998","3.8"
"Kinneret Kvuza 09/1977-08/2023","11/02/1998","1.6"
"Kinneret Kvuza 09/1977-08/2023","13/02/1998","0"
"Kinneret Kvuza 09/1977-08/2023","14/02/1998","6.6"
"Kinneret Kvuza 09/1977-08/2023","28/02/1998","6"
"Kinneret Kvuza 09/1977-08/2023","01/03/1998","2.9"
"Kinneret Kvuza 09/1977-08/2023","07/03/1998","5"
"Kinneret Kvuza 09/1977-08/2023","08/03/1998","0.1"
"Kinneret Kvuza 09/1977-08/2023","16/03/1998","0"
"Kinneret Kvuza 09/1977-08/2023","17/03/1998","26.6"
"Kinneret Kvuza 09/1977-08/2023","18/03/1998","19"
"Kinneret Kvuza 09/1977-08/2023","19/03/1998","20.4"
"Kinneret Kvuza 09/1977-08/2023","20/03/1998","0.1"
"Kinneret Kvuza 09/1977-08/2023","23/03/1998","0"
"Kinneret Kvuza 09/1977-08/2023","24/03/1998","0.4"
"Kinneret Kvuza 09/1977-08/2023","27/03/1998","0"
"Kinneret Kvuza 09/1977-08/2023","28/03/1998","0"
"Kinneret Kvuza 09/1977-08/2023","29/03/1998","11.6"
"Kinneret Kvuza 09/1977-08/2023","30/03/1998","7"
"Kinneret Kvuza 09/1977-08/2023","03/04/1998","4.8"
"Kinneret Kvuza 09/1977-08/2023","04/04/1998","22.7"
"Kinneret Kvuza 09/1977-08/2023","16/04/1998","0"
"Kinneret Kvuza 09/1977-08/2023","17/04/1998","0"
"Kinneret Kvuza 09/1977-08/2023","18/04/1998","0"
"Kinneret Kvuza 09/1977-08/2023","19/04/1998","0"
"Kinneret Kvuza 09/1977-08/2023","20/04/1998","0"
"Kinneret Kvuza 09/1977-08/2023","25/04/1998","0"
"Kinneret Kvuza 09/1977-08/2023","26/04/1998","0"
"Kinneret Kvuza 09/1977-08/2023","06/05/1998","0"
"Kinneret Kvuza 09/1977-08/2023","09/05/1998","0.7"
"Kinneret Kvuza 09/1977-08/2023","10/05/1998","0.5"
"Kinneret Kvuza 09/1977-08/2023","12/05/1998","0.2"
"Kinneret Kvuza 09/1977-08/2023","13/05/1998","1.8"
"Kinneret Kvuza 09/1977-08/2023","15/05/1998","2.6"
"Kinneret Kvuza 09/1977-08/2023","22/09/1998","0"
"Kinneret Kvuza 09/1977-08/2023","23/09/1998","0"
"Kinneret Kvuza 09/1977-08/2023","16/10/1998","0"
"Kinneret Kvuza 09/1977-08/2023","28/10/1998","2.4"
"Kinneret Kvuza 09/1977-08/2023","10/11/1998","0"
"Kinneret Kvuza 09/1977-08/2023","11/11/1998","0"
"Kinneret Kvuza 09/1977-08/2023","15/11/1998","0"
"Kinneret Kvuza 09/1977-08/2023","29/11/1998","0"
"Kinneret Kvuza 09/1977-08/2023","30/11/1998","0"
"Kinneret Kvuza 09/1977-08/2023","08/12/1998","0"
"Kinneret Kvuza 09/1977-08/2023","09/12/1998","2"
"Kinneret Kvuza 09/1977-08/2023","10/12/1998","0.5"
"Kinneret Kvuza 09/1977-08/2023","17/12/1998","0.9"
"Kinneret Kvuza 09/1977-08/2023","20/12/1998","2.7"
"Kinneret Kvuza 09/1977-08/2023","21/12/1998","0"
"Kinneret Kvuza 09/1977-08/2023","23/12/1998","8"
"Kinneret Kvuza 09/1977-08/2023","24/12/1998","4.6"
"Kinneret Kvuza 09/1977-08/2023","25/12/1998","7"
"Kinneret Kvuza 09/1977-08/2023","26/12/1998","0.9"
"Kinneret Kvuza 09/1977-08/2023","28/12/1998","0"
"Kinneret Kvuza 09/1977-08/2023","30/12/1998","7"
"Kinneret Kvuza 09/1977-08/2023","31/12/1998","43.2"
"Kinneret Kvuza 09/1977-08/2023","09/01/1999","2"
"Kinneret Kvuza 09/1977-08/2023","15/01/1999","0.6"
"Kinneret Kvuza 09/1977-08/2023","16/01/1999","10.1"
"Kinneret Kvuza 09/1977-08/2023","17/01/1999","1.8"
"Kinneret Kvuza 09/1977-08/2023","18/01/1999","25"
"Kinneret Kvuza 09/1977-08/2023","19/01/1999","16"
"Kinneret Kvuza 09/1977-08/2023","20/01/1999","0.5"
"Kinneret Kvuza 09/1977-08/2023","23/01/1999","0"
"Kinneret Kvuza 09/1977-08/2023","26/01/1999","0"
"Kinneret Kvuza 09/1977-08/2023","27/01/1999","5.7"
"Kinneret Kvuza 09/1977-08/2023","28/01/1999","0"
"Kinneret Kvuza 09/1977-08/2023","05/02/1999","9.7"
"Kinneret Kvuza 09/1977-08/2023","06/02/1999","0.2"
"Kinneret Kvuza 09/1977-08/2023","07/02/1999","2.5"
"Kinneret Kvuza 09/1977-08/2023","08/02/1999","3.1"
"Kinneret Kvuza 09/1977-08/2023","17/02/1999","1.3"
"Kinneret Kvuza 09/1977-08/2023","18/02/1999","0"
"Kinneret Kvuza 09/1977-08/2023","19/02/1999","10.8"
"Kinneret Kvuza 09/1977-08/2023","20/02/1999","0.1"
"Kinneret Kvuza 09/1977-08/2023","24/02/1999","0.5"
"Kinneret Kvuza 09/1977-08/2023","25/02/1999","0.1"
"Kinneret Kvuza 09/1977-08/2023","28/02/1999","0"
"Kinneret Kvuza 09/1977-08/2023","03/03/1999","1.8"
"Kinneret Kvuza 09/1977-08/2023","14/03/1999","0"
"Kinneret Kvuza 09/1977-08/2023","15/03/1999","0.2"
"Kinneret Kvuza 09/1977-08/2023","20/03/1999","2.4"
"Kinneret Kvuza 09/1977-08/2023","21/03/1999","1.2"
"Kinneret Kvuza 09/1977-08/2023","22/03/1999","5.5"
"Kinneret Kvuza 09/1977-08/2023","23/03/1999","0.2"
"Kinneret Kvuza 09/1977-08/2023","25/03/1999","8"
"Kinneret Kvuza 09/1977-08/2023","28/03/1999","0"
"Kinneret Kvuza 09/1977-08/2023","30/03/1999","0"
"Kinneret Kvuza 09/1977-08/2023","31/03/1999","3.3"
"Kinneret Kvuza 09/1977-08/2023","01/04/1999","1.7"
"Kinneret Kvuza 09/1977-08/2023","02/04/1999","7.3"
"Kinneret Kvuza 09/1977-08/2023","06/04/1999","0.6"
"Kinneret Kvuza 09/1977-08/2023","07/04/1999","26.4"
"Kinneret Kvuza 09/1977-08/2023","12/09/1999","0"
"Kinneret Kvuza 09/1977-08/2023","11/10/1999","0"
"Kinneret Kvuza 09/1977-08/2023","25/10/1999","0"
"Kinneret Kvuza 09/1977-08/2023","05/11/1999","0"
"Kinneret Kvuza 09/1977-08/2023","06/11/1999","0"
"Kinneret Kvuza 09/1977-08/2023","24/11/1999","1.5"
"Kinneret Kvuza 09/1977-08/2023","25/11/1999","0.2"
"Kinneret Kvuza 09/1977-08/2023","26/11/1999","0"
"Kinneret Kvuza 09/1977-08/2023","05/12/1999","0"
"Kinneret Kvuza 09/1977-08/2023","06/12/1999","0"
"Kinneret Kvuza 09/1977-08/2023","13/12/1999","12.3"
"Kinneret Kvuza 09/1977-08/2023","14/12/1999","24"
"Kinneret Kvuza 09/1977-08/2023","15/12/1999","0.1"
"Kinneret Kvuza 09/1977-08/2023","24/12/1999","4.3"
"Kinneret Kvuza 09/1977-08/2023","25/12/1999","1.5"
"Kinneret Kvuza 09/1977-08/2023","26/12/1999","0.1"
"Kinneret Kvuza 09/1977-08/2023","27/12/1999","0"
"Kinneret Kvuza 09/1977-08/2023","03/01/2000","6"
"Kinneret Kvuza 09/1977-08/2023","04/01/2000","30"
"Kinneret Kvuza 09/1977-08/2023","05/01/2000","37.5"
"Kinneret Kvuza 09/1977-08/2023","06/01/2000","3.1"
"Kinneret Kvuza 09/1977-08/2023","07/01/2000","0.2"
"Kinneret Kvuza 09/1977-08/2023","08/01/2000","0.5"
"Kinneret Kvuza 09/1977-08/2023","09/01/2000","6.4"
"Kinneret Kvuza 09/1977-08/2023","10/01/2000","6.6"
"Kinneret Kvuza 09/1977-08/2023","17/01/2000","0.3"
"Kinneret Kvuza 09/1977-08/2023","18/01/2000","21.3"
"Kinneret Kvuza 09/1977-08/2023","19/01/2000","5.4"
"Kinneret Kvuza 09/1977-08/2023","20/01/2000","26.7"
"Kinneret Kvuza 09/1977-08/2023","21/01/2000","4.5"
"Kinneret Kvuza 09/1977-08/2023","22/01/2000","10"
"Kinneret Kvuza 09/1977-08/2023","23/01/2000","2"
"Kinneret Kvuza 09/1977-08/2023","25/01/2000","9"
"Kinneret Kvuza 09/1977-08/2023","26/01/2000","21.3"
"Kinneret Kvuza 09/1977-08/2023","27/01/2000","29.8"
"Kinneret Kvuza 09/1977-08/2023","28/01/2000","0.1"
"Kinneret Kvuza 09/1977-08/2023","05/02/2000","2.5"
"Kinneret Kvuza 09/1977-08/2023","06/02/2000","0.1"
"Kinneret Kvuza 09/1977-08/2023","12/02/2000","8.5"
"Kinneret Kvuza 09/1977-08/2023","13/02/2000","30.2"
"Kinneret Kvuza 09/1977-08/2023","14/02/2000","0.1"
"Kinneret Kvuza 09/1977-08/2023","15/02/2000","4.4"
"Kinneret Kvuza 09/1977-08/2023","16/02/2000","6"
"Kinneret Kvuza 09/1977-08/2023","19/02/2000","0"
"Kinneret Kvuza 09/1977-08/2023","20/02/2000","0"
"Kinneret Kvuza 09/1977-08/2023","22/02/2000","0.5"
"Kinneret Kvuza 09/1977-08/2023","23/02/2000","0.4"
"Kinneret Kvuza 09/1977-08/2023","26/02/2000","0"
"Kinneret Kvuza 09/1977-08/2023","27/02/2000","0.1"
"Kinneret Kvuza 09/1977-08/2023","29/02/2000","3.2"
"Kinneret Kvuza 09/1977-08/2023","01/03/2000","6.4"
"Kinneret Kvuza 09/1977-08/2023","02/03/2000","0.1"
"Kinneret Kvuza 09/1977-08/2023","04/03/2000","7.5"
"Kinneret Kvuza 09/1977-08/2023","06/03/2000","1"
"Kinneret Kvuza 09/1977-08/2023","11/03/2000","0"
"Kinneret Kvuza 09/1977-08/2023","20/03/2000","0.1"
"Kinneret Kvuza 09/1977-08/2023","21/03/2000","9.7"
"Kinneret Kvuza 09/1977-08/2023","22/03/2000","1"
"Kinneret Kvuza 09/1977-08/2023","23/03/2000","23.4"
"Kinneret Kvuza 09/1977-08/2023","09/04/2000","0.9"
"Kinneret Kvuza 09/1977-08/2023","05/05/2000","0"
"Kinneret Kvuza 09/1977-08/2023","18/05/2000","0"
"Kinneret Kvuza 09/1977-08/2023","19/05/2000","0"
"Kinneret Kvuza 09/1977-08/2023","12/09/2000","0"
"Kinneret Kvuza 09/1977-08/2023","13/09/2000","0"
"Kinneret Kvuza 09/1977-08/2023","28/09/2000","0.1"
"Kinneret Kvuza 09/1977-08/2023","29/09/2000","8"
"Kinneret Kvuza 09/1977-08/2023","10/10/2000","0.6"
"Kinneret Kvuza 09/1977-08/2023","14/10/2000","0"
"Kinneret Kvuza 09/1977-08/2023","20/10/2000","0.1"
"Kinneret Kvuza 09/1977-08/2023","22/10/2000","0.1"
"Kinneret Kvuza 09/1977-08/2023","23/10/2000","12"
"Kinneret Kvuza 09/1977-08/2023","24/10/2000","17.9"
"Kinneret Kvuza 09/1977-08/2023","25/10/2000","3.2"
"Kinneret Kvuza 09/1977-08/2023","17/11/2000","0.1"
"Kinneret Kvuza 09/1977-08/2023","29/11/2000","0.3"
"Kinneret Kvuza 09/1977-08/2023","30/11/2000","8.8"
"Kinneret Kvuza 09/1977-08/2023","09/12/2000","1.4"
"Kinneret Kvuza 09/1977-08/2023","10/12/2000","0"
"Kinneret Kvuza 09/1977-08/2023","11/12/2000","15.2"
"Kinneret Kvuza 09/1977-08/2023","12/12/2000","10.4"
"Kinneret Kvuza 09/1977-08/2023","13/12/2000","1.1"
"Kinneret Kvuza 09/1977-08/2023","19/12/2000","35.6"
"Kinneret Kvuza 09/1977-08/2023","20/12/2000","4.8"
"Kinneret Kvuza 09/1977-08/2023","24/12/2000","14"
"Kinneret Kvuza 09/1977-08/2023","25/12/2000","1.9"
"Kinneret Kvuza 09/1977-08/2023","02/01/2001","2.9"
"Kinneret Kvuza 09/1977-08/2023","17/01/2001","0"
"Kinneret Kvuza 09/1977-08/2023","18/01/2001","10.2"
"Kinneret Kvuza 09/1977-08/2023","19/01/2001","8"
"Kinneret Kvuza 09/1977-08/2023","20/01/2001","0.1"
"Kinneret Kvuza 09/1977-08/2023","22/01/2001","1.4"
"Kinneret Kvuza 09/1977-08/2023","23/01/2001","2.2"
"Kinneret Kvuza 09/1977-08/2023","24/01/2001","20.4"
"Kinneret Kvuza 09/1977-08/2023","25/01/2001","1.2"
"Kinneret Kvuza 09/1977-08/2023","03/02/2001","18.4"
"Kinneret Kvuza 09/1977-08/2023","04/02/2001","5.8"
"Kinneret Kvuza 09/1977-08/2023","07/02/2001","4.7"
"Kinneret Kvuza 09/1977-08/2023","08/02/2001","0.1"
"Kinneret Kvuza 09/1977-08/2023","13/02/2001","0.9"
"Kinneret Kvuza 09/1977-08/2023","14/02/2001","20.8"
"Kinneret Kvuza 09/1977-08/2023","15/02/2001","0.8"
"Kinneret Kvuza 09/1977-08/2023","16/02/2001","1"
"Kinneret Kvuza 09/1977-08/2023","17/02/2001","6.6"
"Kinneret Kvuza 09/1977-08/2023","19/02/2001","0.9"
"Kinneret Kvuza 09/1977-08/2023","20/02/2001","6.6"
"Kinneret Kvuza 09/1977-08/2023","21/02/2001","1.9"
"Kinneret Kvuza 09/1977-08/2023","22/02/2001","0.1"
"Kinneret Kvuza 09/1977-08/2023","23/02/2001","2.3"
"Kinneret Kvuza 09/1977-08/2023","13/03/2001","0.2"
"Kinneret Kvuza 09/1977-08/2023","22/03/2001","0"
"Kinneret Kvuza 09/1977-08/2023","23/03/2001","5.3"
"Kinneret Kvuza 09/1977-08/2023","07/04/2001","0.2"
"Kinneret Kvuza 09/1977-08/2023","08/04/2001","2"
"Kinneret Kvuza 09/1977-08/2023","29/04/2001","0"
"Kinneret Kvuza 09/1977-08/2023","30/04/2001","0.4"
"Kinneret Kvuza 09/1977-08/2023","01/05/2001","21"
"Kinneret Kvuza 09/1977-08/2023","10/05/2001","0"
"Kinneret Kvuza 09/1977-08/2023","12/05/2001","0"
"Kinneret Kvuza 09/1977-08/2023","17/10/2001","0"
"Kinneret Kvuza 09/1977-08/2023","26/10/2001","0"
"Kinneret Kvuza 09/1977-08/2023","27/10/2001","0.8"
"Kinneret Kvuza 09/1977-08/2023","28/10/2001","1"
"Kinneret Kvuza 09/1977-08/2023","29/10/2001","0.2"
"Kinneret Kvuza 09/1977-08/2023","06/11/2001","0"
"Kinneret Kvuza 09/1977-08/2023","21/11/2001","3.9"
"Kinneret Kvuza 09/1977-08/2023","25/11/2001","16"
"Kinneret Kvuza 09/1977-08/2023","26/11/2001","0.7"
"Kinneret Kvuza 09/1977-08/2023","27/11/2001","0.1"
"Kinneret Kvuza 09/1977-08/2023","30/11/2001","16"
"Kinneret Kvuza 09/1977-08/2023","01/12/2001","1.8"
"Kinneret Kvuza 09/1977-08/2023","02/12/2001","0"
"Kinneret Kvuza 09/1977-08/2023","03/12/2001","12"
"Kinneret Kvuza 09/1977-08/2023","04/12/2001","48.5"
"Kinneret Kvuza 09/1977-08/2023","05/12/2001","13.5"
"Kinneret Kvuza 09/1977-08/2023","06/12/2001","12.2"
"Kinneret Kvuza 09/1977-08/2023","07/12/2001","0.2"
"Kinneret Kvuza 09/1977-08/2023","08/12/2001","0"
"Kinneret Kvuza 09/1977-08/2023","12/12/2001","3.2"
"Kinneret Kvuza 09/1977-08/2023","14/12/2001","12.7"
"Kinneret Kvuza 09/1977-08/2023","15/12/2001","0.3"
"Kinneret Kvuza 09/1977-08/2023","18/12/2001","0.1"
"Kinneret Kvuza 09/1977-08/2023","19/12/2001","12.4"
"Kinneret Kvuza 09/1977-08/2023","26/12/2001","0"
"Kinneret Kvuza 09/1977-08/2023","27/12/2001","0"
"Kinneret Kvuza 09/1977-08/2023","29/12/2001","0.3"
"Kinneret Kvuza 09/1977-08/2023","30/12/2001","0"
"Kinneret Kvuza 09/1977-08/2023","02/01/2002","2.6"
"Kinneret Kvuza 09/1977-08/2023","03/01/2002","1"
"Kinneret Kvuza 09/1977-08/2023","06/01/2002","12.4"
"Kinneret Kvuza 09/1977-08/2023","07/01/2002","25.5"
"Kinneret Kvuza 09/1977-08/2023","08/01/2002","4.7"
"Kinneret Kvuza 09/1977-08/2023","09/01/2002","25.6"
"Kinneret Kvuza 09/1977-08/2023","10/01/2002","0.1"
"Kinneret Kvuza 09/1977-08/2023","11/01/2002","0.2"
"Kinneret Kvuza 09/1977-08/2023","14/01/2002","0.1"
"Kinneret Kvuza 09/1977-08/2023","20/01/2002","10"
"Kinneret Kvuza 09/1977-08/2023","21/01/2002","1.7"
"Kinneret Kvuza 09/1977-08/2023","22/01/2002","7.6"
"Kinneret Kvuza 09/1977-08/2023","23/01/2002","0.1"
"Kinneret Kvuza 09/1977-08/2023","27/01/2002","5.3"
"Kinneret Kvuza 09/1977-08/2023","28/01/2002","3"
"Kinneret Kvuza 09/1977-08/2023","29/01/2002","1.4"
"Kinneret Kvuza 09/1977-08/2023","10/02/2002","9"
"Kinneret Kvuza 09/1977-08/2023","11/02/2002","13.8"
"Kinneret Kvuza 09/1977-08/2023","12/02/2002","17"
"Kinneret Kvuza 09/1977-08/2023","13/02/2002","0.2"
"Kinneret Kvuza 09/1977-08/2023","24/02/2002","4.5"
"Kinneret Kvuza 09/1977-08/2023","25/02/2002","2.8"
"Kinneret Kvuza 09/1977-08/2023","13/03/2002","0.9"
"Kinneret Kvuza 09/1977-08/2023","17/03/2002","1.6"
"Kinneret Kvuza 09/1977-08/2023","18/03/2002","0"
"Kinneret Kvuza 09/1977-08/2023","20/03/2002","32.4"
"Kinneret Kvuza 09/1977-08/2023","21/03/2002","1.4"
"Kinneret Kvuza 09/1977-08/2023","25/03/2002","4.6"
"Kinneret Kvuza 09/1977-08/2023","26/03/2002","3.9"
"Kinneret Kvuza 09/1977-08/2023","27/03/2002","13"
"Kinneret Kvuza 09/1977-08/2023","28/03/2002","18.7"
"Kinneret Kvuza 09/1977-08/2023","29/03/2002","3.5"
"Kinneret Kvuza 09/1977-08/2023","30/03/2002","0.2"
"Kinneret Kvuza 09/1977-08/2023","31/03/2002","0"
"Kinneret Kvuza 09/1977-08/2023","01/04/2002","0"
"Kinneret Kvuza 09/1977-08/2023","02/04/2002","30"
"Kinneret Kvuza 09/1977-08/2023","03/04/2002","6.7"
"Kinneret Kvuza 09/1977-08/2023","04/04/2002","0.2"
"Kinneret Kvuza 09/1977-08/2023","06/04/2002","0.1"
"Kinneret Kvuza 09/1977-08/2023","14/04/2002","0"
"Kinneret Kvuza 09/1977-08/2023","16/04/2002","0"
"Kinneret Kvuza 09/1977-08/2023","19/04/2002","7"
"Kinneret Kvuza 09/1977-08/2023","20/04/2002","11.5"
"Kinneret Kvuza 09/1977-08/2023","23/04/2002","0"
"Kinneret Kvuza 09/1977-08/2023","13/05/2002","3"
"Kinneret Kvuza 09/1977-08/2023","14/05/2002","0"
"Kinneret Kvuza 09/1977-08/2023","15/05/2002","2"
"Kinneret Kvuza 09/1977-08/2023","12/09/2002","0"
"Kinneret Kvuza 09/1977-08/2023","02/10/2002","0"
"Kinneret Kvuza 09/1977-08/2023","03/10/2002","0"
"Kinneret Kvuza 09/1977-08/2023","07/10/2002","0"
"Kinneret Kvuza 09/1977-08/2023","14/10/2002","0"
"Kinneret Kvuza 09/1977-08/2023","15/10/2002","0"
"Kinneret Kvuza 09/1977-08/2023","16/10/2002","5.3"
"Kinneret Kvuza 09/1977-08/2023","20/10/2002","1"
"Kinneret Kvuza 09/1977-08/2023","28/10/2002","0"
"Kinneret Kvuza 09/1977-08/2023","30/10/2002","0"
"Kinneret Kvuza 09/1977-08/2023","05/11/2002","6.7"
"Kinneret Kvuza 09/1977-08/2023","08/11/2002","0.1"
"Kinneret Kvuza 09/1977-08/2023","09/11/2002","0.2"
"Kinneret Kvuza 09/1977-08/2023","11/11/2002","1.5"
"Kinneret Kvuza 09/1977-08/2023","12/11/2002","2.7"
"Kinneret Kvuza 09/1977-08/2023","23/11/2002","1.5"
"Kinneret Kvuza 09/1977-08/2023","24/11/2002","3.4"
"Kinneret Kvuza 09/1977-08/2023","28/11/2002","0"
"Kinneret Kvuza 09/1977-08/2023","29/11/2002","10"
"Kinneret Kvuza 09/1977-08/2023","09/12/2002","47.6"
"Kinneret Kvuza 09/1977-08/2023","10/12/2002","1.8"
"Kinneret Kvuza 09/1977-08/2023","11/12/2002","8"
"Kinneret Kvuza 09/1977-08/2023","15/12/2002","2"
"Kinneret Kvuza 09/1977-08/2023","16/12/2002","0.2"
"Kinneret Kvuza 09/1977-08/2023","17/12/2002","30.7"
"Kinneret Kvuza 09/1977-08/2023","18/12/2002","7.1"
"Kinneret Kvuza 09/1977-08/2023","19/12/2002","26.7"
"Kinneret Kvuza 09/1977-08/2023","20/12/2002","14"
"Kinneret Kvuza 09/1977-08/2023","21/12/2002","3.2"
"Kinneret Kvuza 09/1977-08/2023","22/12/2002","0"
"Kinneret Kvuza 09/1977-08/2023","23/12/2002","1.6"
"Kinneret Kvuza 09/1977-08/2023","24/12/2002","6.8"
"Kinneret Kvuza 09/1977-08/2023","25/12/2002","6.6"
"Kinneret Kvuza 09/1977-08/2023","26/12/2002","0.4"
"Kinneret Kvuza 09/1977-08/2023","30/12/2002","8"
"Kinneret Kvuza 09/1977-08/2023","02/01/2003","13.9"
"Kinneret Kvuza 09/1977-08/2023","03/01/2003","3.3"
"Kinneret Kvuza 09/1977-08/2023","04/01/2003","2.1"
"Kinneret Kvuza 09/1977-08/2023","13/01/2003","0.1"
"Kinneret Kvuza 09/1977-08/2023","14/01/2003","0.1"
"Kinneret Kvuza 09/1977-08/2023","15/01/2003","1"
"Kinneret Kvuza 09/1977-08/2023","17/01/2003","0.2"
"Kinneret Kvuza 09/1977-08/2023","18/01/2003","0.2"
"Kinneret Kvuza 09/1977-08/2023","19/01/2003","0"
"Kinneret Kvuza 09/1977-08/2023","20/01/2003","16.8"
"Kinneret Kvuza 09/1977-08/2023","21/01/2003","0.8"
"Kinneret Kvuza 09/1977-08/2023","22/01/2003","0"
"Kinneret Kvuza 09/1977-08/2023","27/01/2003","0"
"Kinneret Kvuza 09/1977-08/2023","28/01/2003","7.2"
"Kinneret Kvuza 09/1977-08/2023","29/01/2003","19.6"
"Kinneret Kvuza 09/1977-08/2023","30/01/2003","0.1"
"Kinneret Kvuza 09/1977-08/2023","03/02/2003","44"
"Kinneret Kvuza 09/1977-08/2023","04/02/2003","28"
"Kinneret Kvuza 09/1977-08/2023","05/02/2003","0.3"
"Kinneret Kvuza 09/1977-08/2023","07/02/2003","1.5"
"Kinneret Kvuza 09/1977-08/2023","08/02/2003","8"
"Kinneret Kvuza 09/1977-08/2023","09/02/2003","6.8"
"Kinneret Kvuza 09/1977-08/2023","10/02/2003","3.7"
"Kinneret Kvuza 09/1977-08/2023","12/02/2003","2.5"
"Kinneret Kvuza 09/1977-08/2023","13/02/2003","2.5"
"Kinneret Kvuza 09/1977-08/2023","14/02/2003","9.7"
"Kinneret Kvuza 09/1977-08/2023","15/02/2003","7.7"
"Kinneret Kvuza 09/1977-08/2023","17/02/2003","0.5"
"Kinneret Kvuza 09/1977-08/2023","18/02/2003","3.8"
"Kinneret Kvuza 09/1977-08/2023","19/02/2003","6"
"Kinneret Kvuza 09/1977-08/2023","20/02/2003","17.2"
"Kinneret Kvuza 09/1977-08/2023","21/02/2003","26.8"
"Kinneret Kvuza 09/1977-08/2023","22/02/2003","0.8"
"Kinneret Kvuza 09/1977-08/2023","23/02/2003","3.1"
"Kinneret Kvuza 09/1977-08/2023","24/02/2003","23"
"Kinneret Kvuza 09/1977-08/2023","25/02/2003","20.7"
"Kinneret Kvuza 09/1977-08/2023","26/02/2003","0.3"
"Kinneret Kvuza 09/1977-08/2023","27/02/2003","5.1"
"Kinneret Kvuza 09/1977-08/2023","03/03/2003","1.4"
"Kinneret Kvuza 09/1977-08/2023","04/03/2003","1.7"
"Kinneret Kvuza 09/1977-08/2023","06/03/2003","2.4"
"Kinneret Kvuza 09/1977-08/2023","09/03/2003","0"
"Kinneret Kvuza 09/1977-08/2023","10/03/2003","0.5"
"Kinneret Kvuza 09/1977-08/2023","11/03/2003","7.5"
"Kinneret Kvuza 09/1977-08/2023","12/03/2003","5.6"
"Kinneret Kvuza 09/1977-08/2023","13/03/2003","0"
"Kinneret Kvuza 09/1977-08/2023","18/03/2003","33"
"Kinneret Kvuza 09/1977-08/2023","19/03/2003","5.3"
"Kinneret Kvuza 09/1977-08/2023","20/03/2003","2"
"Kinneret Kvuza 09/1977-08/2023","21/03/2003","4.8"
"Kinneret Kvuza 09/1977-08/2023","22/03/2003","1.5"
"Kinneret Kvuza 09/1977-08/2023","23/03/2003","1.5"
"Kinneret Kvuza 09/1977-08/2023","24/03/2003","22.5"
"Kinneret Kvuza 09/1977-08/2023","25/03/2003","22.5"
"Kinneret Kvuza 09/1977-08/2023","26/03/2003","0"
"Kinneret Kvuza 09/1977-08/2023","14/04/2003","0"
"Kinneret Kvuza 09/1977-08/2023","20/04/2003","2"
"Kinneret Kvuza 09/1977-08/2023","21/04/2003","0.1"
"Kinneret Kvuza 09/1977-08/2023","26/04/2003","3.5"
"Kinneret Kvuza 09/1977-08/2023","27/04/2003","0.1"
"Kinneret Kvuza 09/1977-08/2023","25/05/2003","0"
"Kinneret Kvuza 09/1977-08/2023","08/11/2003","0.2"
"Kinneret Kvuza 09/1977-08/2023","09/11/2003","3.5"
"Kinneret Kvuza 09/1977-08/2023","10/11/2003","15"
"Kinneret Kvuza 09/1977-08/2023","11/11/2003","0"
"Kinneret Kvuza 09/1977-08/2023","23/11/2003","8.6"
"Kinneret Kvuza 09/1977-08/2023","28/11/2003","0"
"Kinneret Kvuza 09/1977-08/2023","01/12/2003","2"
"Kinneret Kvuza 09/1977-08/2023","02/12/2003","0.7"
"Kinneret Kvuza 09/1977-08/2023","03/12/2003","3.3"
"Kinneret Kvuza 09/1977-08/2023","04/12/2003","9"
"Kinneret Kvuza 09/1977-08/2023","05/12/2003","1.6"
"Kinneret Kvuza 09/1977-08/2023","06/12/2003","5.2"
"Kinneret Kvuza 09/1977-08/2023","07/12/2003","1"
"Kinneret Kvuza 09/1977-08/2023","14/12/2003","1.3"
"Kinneret Kvuza 09/1977-08/2023","17/12/2003","1.5"
"Kinneret Kvuza 09/1977-08/2023","18/12/2003","29.2"
"Kinneret Kvuza 09/1977-08/2023","19/12/2003","0.8"
"Kinneret Kvuza 09/1977-08/2023","20/12/2003","0"
"Kinneret Kvuza 09/1977-08/2023","25/12/2003","0.1"
"Kinneret Kvuza 09/1977-08/2023","26/12/2003","8.7"
"Kinneret Kvuza 09/1977-08/2023","27/12/2003","15"
"Kinneret Kvuza 09/1977-08/2023","01/01/2004","0.3"
"Kinneret Kvuza 09/1977-08/2023","05/01/2004","0"
"Kinneret Kvuza 09/1977-08/2023","06/01/2004","12.6"
"Kinneret Kvuza 09/1977-08/2023","07/01/2004","28.7"
"Kinneret Kvuza 09/1977-08/2023","08/01/2004","3"
"Kinneret Kvuza 09/1977-08/2023","09/01/2004","5.3"
"Kinneret Kvuza 09/1977-08/2023","12/01/2004","5.2"
"Kinneret Kvuza 09/1977-08/2023","13/01/2004","20.2"
"Kinneret Kvuza 09/1977-08/2023","14/01/2004","6"
"Kinneret Kvuza 09/1977-08/2023","15/01/2004","5.9"
"Kinneret Kvuza 09/1977-08/2023","17/01/2004","0"
"Kinneret Kvuza 09/1977-08/2023","21/01/2004","0"
"Kinneret Kvuza 09/1977-08/2023","22/01/2004","9.4"
